Unnamed: 0,施設分類,管理事務所名,管理先電話番号,緯度,経度,施設名,施設名カナ,路線種別,路線名,所在地,橋梁の種類,架設年（西暦）,橋長（m）,幅員（m）,離島架橋,長大橋,特殊橋,重要物流道路,緊急輸送道路,跨線橋,跨道橋,その他,最新点検年度,健全度Ⅰ,健全度Ⅱ,健全度Ⅲ,健全度Ⅳ,2023年点検,2024年点検,2025年点検,2026年点検,2027年点検,最新補修年度,2023年補修,2024年補修,2025年補修,2026年補修,2027年補修,対策内容,橋梁管理カルテ,橋梁管理カルテURL,geometry,bridge_id,node_type,dist_to_river,dist_to_coast,betweenness,num_buildings,num_public_facilities,num_hospitals,num_schools,num_bus_stops,num_street_connections,importance_score_base,public_access_score,traffic_proxy_score,importance_score,importance_rank,importance_category,narrative
83-01-001469,橋梁,防府土木建築事務所,0835-22-3485,34.34543,131.73575,日の口橋,ﾋﾉｸﾁﾊｼ,一般国道,３１５号,山口市徳地柚木,RCT桁橋,1968,19.4,8.4,,,,,○,,,,2019,○,,,,,○,,,,,,,,,,,,,POINT (14664756.609269988 4075279.683134054),BR_0000,bridge,6.967636140656863,35899.89225308651,0.0001394435170753751,0,0,0,0,0,2,0.04599403233514318,0.0,100.0,20.027596419401085,585,very_low,【最低重要度】重要度が最も低いクラスの橋梁です（ランク585位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001470,橋梁,防府土木建築事務所,0835-22-3485,34.34544,131.73569,日の口橋側道橋,ﾆﾎｸﾁﾊｼｿｸﾄﾞｳｷｮｳ,一般国道,３１５号,山口市徳地柚木,鋼H桁橋(w),1987,19.5,2.8,,,,,○,,,,2019,,○,,,,○,,,,,,,,,,,,,POINT (14664749.930100542 4075281.0313970447),BR_0001,bridge,6.99924236297479,35893.51397244156,0.0,0,0,0,0,0,2,0.0,0.0,100.0,20.0,668,very_low,【最低重要度】重要度が最も低いクラスの橋梁です（ランク668位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001471,橋梁,防府土木建築事務所,0835-22-3485,34.3421,131.72751,銅橋,ｱｶｶﾞﾈﾊｼ,一般国道,３１５号,山口市徳地柚木,PC床版橋,1979,40.0,11.0,,,,,○,,,,2020,○,,,,,,○,,,,,,,,,,,,POINT (14663839.336665852 4074830.72049959),BR_0002,bridge,0.6513339139990071,35370.672734178166,0.0003772906272191532,0,0,0,0,0,2,0.1244454935734595,0.0,100.0,20.074667296144074,496,very_low,【最低重要度】重要度が最も低いクラスの橋梁です（ランク496位、スコア20.1）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001472,橋梁,防府土木建築事務所,0835-22-3485,34.34448,131.71644,下大藤橋,ｼﾓｵｵﾌｼﾞﾊﾞｼ,一般国道,３１５号,山口市徳地柚木,PC床版橋,1976,14.1,13.2,,,,,○,,,,2019,,○,,,,○,,,,,,,,,,,,,POINT (14662607.029902773 4075151.5988831334),BR_0003,bridge,17.416230157473386,34167.7302837495,0.0003110734015180161,0,0,0,0,0,2,0.10260441208097748,0.0,100.0,20.061562647248586,512,very_low,【最低重要度】重要度が最も低いクラスの橋梁です（ランク512位、スコア20.1）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001473,橋梁,防府土木建築事務所,0835-22-3485,34.34514,131.71604,上大藤橋,ｶﾐｵｵﾌｼﾞﾊﾞｼ,一般国道,３１５号,山口市徳地柚木,PC床版橋,1977,23.8,9.0,,,,,○,,,,2020,○,,,,,,○,,,,,,,,,,,,POINT (14662562.502106452 4075240.5835772622),BR_0004,bridge,13.808444002442911,34081.043063327634,0.0002931818391419428,0,0,0,0,0,2,0.09670306137130963,0.0,100.0,20.058021836822785,523,very_low,【最低重要度】重要度が最も低いクラスの橋梁です（ランク523位、スコア20.1）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001474,橋梁,防府土木建築事務所,0835-22-3485,34.35601,131.71864,重橋,ｼｹﾞﾊﾞｼ,一般国道,３１５号,山口市徳地柚木,PCT桁橋,1978,45.9,9.2,,,,,○,,○,,2019,,,○,,,○,,,,2022.0,○,○,,,,断面修復工,83-01-001474,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230131/83-01-001474_橋梁管理カルテ【重橋】.pdf,POINT (14662851.932782514 4076706.2353033517),BR_0005,bridge,33.41928125601228,33529.243935169216,1.844490966605491e-05,0,0,0,0,0,2,0.006083866710997776,0.0,100.0,20.003650320026598,651,very_low,【最低重要度】重要度が最も低いクラスの橋梁です（ランク651位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001475,橋梁,防府土木建築事務所,0835-22-3485,34.34037,131.74639,平岩B橋,ﾋﾗｲﾜBﾊｼ,一般国道,３１５号,山口市徳地柚木,RCボックス,不明,2.5,12.0,,,,,○,,,,2022,,○,,,,,,,○,,,,,,,,83-01-001475,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001475_橋梁管理カルテ【平岩B橋】.pdf,POINT (14665941.048652029 4074597.4826843333),BR_0006,bridge,107.66135354794955,36095.39003622882,4.611227416513728e-05,0,0,0,0,0,2,0.01520966677749444,0.0,100.0,20.009125800066496,637,very_low,【最低重要度】重要度が最も低いクラスの橋梁です（ランク637位、スコア20.0）。
83-01-001476,橋梁,防府土木建築事務所,0835-22-3485,34.34274,131.72975,河内B橋,ｺｳﾁBﾊｼ,一般国道,３１５号,山口市徳地柚木,RCボックス,不明,2.0,12.9,,,,,○,,,,2022,○,,,,,,,,○,,,,,,,,83-01-001476,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001476_橋梁管理カルテ【河内B橋】.pdf,POINT (14664088.692325229 4074917.0062285294),BR_0007,bridge,31.336009908737672,35531.91665734764,0.00019634606339515452,0,0,0,0,0,2,0.06476276113857132,0.0,100.0,20.038857656683142,560,very_low,【最低重要度】重要度が最も低いクラスの橋梁です（ランク560位、スコア20.0）。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
83-01-001477,橋梁,防府土木建築事務所,0835-22-3485,34.34282,131.72002,大内谷B橋,ｵｵｳﾁﾀﾞﾆBﾊｼ,一般国道,３１５号,山口市徳地大藤,RCボックス,不明,3.1,16.4,,,,,○,,,,2022,,○,,,,,,,○,,,,,,,,83-01-001477,https://bridge-karte.yamaguchi-infradb.jp/bridge-karte-20230630/83-01-001477_橋梁管理カルテ【大内谷B橋】.pdf,POINT (14663005.55367981 4074927.79199095),BR_0008,bridge,50.608990729474826,34623.25690842445,0.012390829190914037,0,0,0,0,0,2,4.08698955978053,0.0,100.0,22.452193735868317,126,very_low,【最低重要度】重要度が最も低いクラスの橋梁です（ランク126位、スコア22.5）。 この橋梁は、多数の交通経路が通過する重要な結節点であり、通行不能になると広範囲に影響が及びます。 河川に近接しており、洪水リスクに留意が必要です。
83-01-001478,橋梁,防府土木建築事務所,0835-22-3485,34.17832,131.61031,奥開作B橋,ｵｸｶｲｻｸBﾊｼ,一般国道,３７６号,山口市徳地堀,ボックスカルバート,1973,10.5,6.5,,,,,○,,,,2020,,○,,,,,○,,,,,,,,,,,,POINT (14650792.692344882 4052771.2516529793),BR_0009,bridge,11.19582414668406,17884.20941983398,0.08764476948474145,0,0,0,0,0,2,28.908739869981687,0.0,100.0,37.34524392198901,16,low,【低重要度】比較的重要度が低い橋梁です（ランク16位、スコア37.3）。 この橋梁は、多数の交通経路が通過する重要な結節点であり、通行不能になると広範囲に影響が及びます。 河川を跨いでおり、洪水時の通行不能が広域の分断を引き起こす可能性があります。
